sex,age,height,weight
F,67,1.666774097,55.24968228
F,32,1.587538289,92.55035876
F,64,1.52947844,28.34257205
F,40,1.489222078,46.25683469
M,58,1.810644163,104.3434942
M,15,1.762347083,80.45812268
F,51,1.643156699,77.45422035
M,57,1.792960481,108.3214845
F,47,1.680878802,64.15607765
M,57,1.749570763,71.34035194
M,62,1.874528159,117.5411882
F,24,1.712349816,82.81119331
F,16,1.65186421,66.6871697
F,37,1.617434337,61.80167835
M,21,1.814434084,97.21796364
F,42,1.537845493,67.55969993
F,58,1.699449702,88.23147348
M,30,1.770901659,59.16327754
M,59,1.697503042,44.85234355
F,15,1.697252779,106.3850274
F,26,1.702666724,107.1677379
M,18,1.787075339,126.3479624
F,70,1.582644276,81.14036856
M,22,1.74383729,103.2190574
M,33,1.812377551,105.2315814
F,26,1.577886387,79.18596405
M,25,1.699956191,85.33111563
M,38,1.790423962,78.75433998
F,62,1.615545846,71.31760053
F,14,1.634278627,74.88725615
F,33,1.656079292,90.5099854
F,57,1.686287365,95.97889718
F,67,1.529464281,64.82530231
F,25,1.647083829,61.42896345
M,44,1.720368987,59.07836559
M,25,1.741242216,99.87534775
F,30,1.606754898,70.37075355
F,29,1.700674968,73.44577251
female,61,1.554938841,141.666224
M,19,1.736828026,98.16662455
M,45,1.633823333,56.16739783
F,37,1.667182372,78.19777127
F,31,1.682256698,84.59088774
F,30,1.705520612,58.47694438
F,14,1.61659986,59.73670009
F,23,1.586550181,69.29667063
F,48,1.60842191,53.34836485
F,21,1.60387022,46.94861421
M,30,1.730516271,53.81727389
M,28,1.970608894,53.95342355
M,39,1.683584121,75.7426895
F,29,1.702648906,83.55915561
female,48,1.671120038,152.9392167
M,27,1.890089923,91.0070187
F,17,1.662862921,75.28272074
F,66,1.636362973,77.86143454
F,66,1.621885543,64.89871687
M,42,1.689423901,79.83829644
F,67,1.735418426,88.12970915
female,50,1.541122223,107.0810709
F,64,1.508785504,57.02179756
F,62,1.65628566,93.32118989
F,46,1.647866851,57.95198131
F,51,1.65509411,63.71541177
M,53,1.686658517,74.65413729
F,59,1.684092099,82.60766313
F,42,1.740343138,102.2874632
M,55,1.754196869,101.1650978
M,51,1.761819959,112.8499891
male,46,1.677204019,182.6065365
M,22,1.767834234,108.0060925
M,68,1.67406964,95.21702763
F,21,1.682559701,106.0602745
F,17,1.692168763,71.22328997
F,37,1.571938041,77.88100589
F,26,1.684771599,65.73994102
F,63,1.614261864,66.29119011
F,17,1.611760288,75.25402724
M,28,1.764384197,104.9007107
F,63,1.538781919,78.71180845
M,50,1.739699573,96.81927
M,43,1.784484526,114.685455
F,46,1.717147347,61.88825857
F,32,1.628782382,89.02398476
F,56,1.570697439,54.68263524
F,69,1.669455794,71.79679096
M,14,1.741085932,64.74189325
M,31,1.740152096,78.50911418
F,50,1.56820277,87.01211981
M,55,1.82318273,111.7634156
male,29,1.653961768,111.2327094
M,49,1.695767458,82.31996138
F,49,1.600198833,66.0911686
male,44,1.741250035,166.4977283
F,58,1.808673101,109.7045681
M,18,1.805669467,102.3157819
M,59,1.727485337,68.9733297
F,57,1.698343225,51.35461365
M,60,1.826197627,94.14226146
F,36,1.723149318,75.99309303
M,61,1.744053947,58.01542801
M,26,1.692024118,75.91281684
F,65,1.659624766,78.08450616
F,39,1.667843296,64.04099534
F,32,1.708809096,82.96705304
F,37,1.538292592,60.91112335
M,22,1.706051748,77.99840979
F,19,1.559539798,58.29809478
F,30,1.615320772,76.31356989
M,51,1.872863208,129.3935124
F,35,1.60714039,78.02406719
M,31,1.777742293,82.59199882
F,68,1.642293068,94.76968876
F,33,1.682207406,82.28246178
M,36,1.720964764,59.71603243
M,15,1.798641926,80.54789656
F,58,1.634983377,81.69323065
M,51,1.709936313,56.10426815
F,43,1.606339041,78.22682617
M,16,1.70798141,75.79021509
M,41,1.6154507,81.90865511
M,36,1.6728681,114.8657025
M,40,1.723178161,104.1096703
M,34,1.781017014,122.6303257
F,32,1.719863191,73.43392689
M,37,1.707649511,130.175075
male,68,1.643354802,215.4196168
male,44,1.930188452,140.3751727
F,25,1.540293169,63.26728254
F,51,1.661940112,64.32701146
M,43,1.825934711,73.74836213
F,55,1.799546713,114.7886362
F,45,1.668324746,95.96114816
M,27,1.73553912,121.3877736
F,57,1.533383003,78.34372053
M,41,1.677066712,99.30276623
male,53,1.782359163,178.616619
M,36,1.86612462,42.18139604
F,63,1.567153425,86.625231
F,67,1.624834915,102.5776999
male,54,1.784137051,179.2535854
M,31,1.864024454,93.84396614
male,31,1.753732756,156.0342934
F,41,1.631410858,55.70417891
F,49,1.678549448,52.15368882
F,64,1.629849635,79.3087539
M,43,1.817412499,98.64843988
F,61,1.573837084,66.5368323
F,14,1.620052201,61.87089779
F,59,1.728483674,101.6727448
male,66,1.739270832,235.106995
F,38,1.659888242,77.98196129
F,29,1.648378674,97.7792571
M,66,1.700866234,83.1977337
M,48,1.76623367,88.60318463
F,27,1.65232532,81.5351448
M,16,1.730668861,74.54106113
F,39,1.687075691,112.3297131
M,64,1.74908226,92.09836975
M,40,1.813027334,84.83260489
F,38,1.749507265,107.7318244
F,66,1.580575059,65.44860843
M,52,1.768533153,79.02749252
F,18,1.636939307,73.92408333
M,45,1.770335958,74.98825267
M,35,1.691387812,73.28693727
F,38,1.677614616,99.50460327
M,60,1.736628743,108.1345747
M,52,1.752759874,67.89535757
F,64,1.5772114,50.01771132
F,28,1.676278871,84.11966565
F,38,1.729019672,133.3499586
F,61,1.626784521,77.70483412
M,42,1.709325746,77.1576706
M,38,1.736974879,106.2245098
F,28,1.547276683,72.59181792
M,50,1.777200589,74.29830305
M,15,1.734397764,84.37892332
F,40,1.661572001,80.02778244
M,70,1.807065128,104.912739
M,29,1.724299189,45.30895583
M,35,1.845545839,75.79419984
F,46,1.695013442,66.55129023
F,58,1.764040521,85.25504774
M,48,1.767180604,82.0166654
F,70,1.677026462,82.0281792
M,21,1.828181268,93.67159183
M,58,1.821289096,118.629346
M,32,1.891582751,99.38940532
F,35,1.613102835,49.59271151
M,54,1.73891844,50.32540275
female,58,1.592306428,184.3767617
F,33,1.615571462,75.07575821
F,57,1.560970123,64.25587511
female,56,1.614998655,194.9527306
F,58,1.659024802,106.1605765
M,37,1.87556388,69.05002585
M,59,1.719352448,112.5062824
female,48,1.651485313,145.4140626
female,49,1.550537365,96.40069646
F,32,1.57153534,87.65270769
F,17,1.541153766,38.8226345
M,62,1.776982777,87.93121557
F,14,1.533632909,74.94996667
M,34,1.687046759,97.10046745
F,26,1.523695089,65.61427842
M,69,1.687461453,59.66034589
F,23,1.690382087,79.33933441
F,24,1.553636233,56.55957245
male,36,1.776791125,231.1485261
F,25,1.563180754,102.233685
F,43,1.618270783,69.77251436
M,19,1.645430972,72.56579178
F,67,1.684550438,78.64489933
F,31,1.573323155,71.56302886
M,56,1.696217,89.66357519
M,16,1.796146886,82.36336737
F,33,1.649832653,74.80012982
F,20,1.602833972,73.69760234
M,42,1.884073128,85.63735542
M,41,1.821986641,107.5390973
M,23,1.717004486,107.811597
F,47,1.643752809,84.23179116
M,37,1.798034746,79.22612558
F,46,1.758577798,98.45732189
F,29,1.780956068,70.32096757
F,18,1.515676613,46.40764802
F,34,1.616135632,67.41524265
female,29,1.711859067,159.9958591
female,30,1.76347417,148.4830623
M,44,1.773523686,85.02497835
F,38,1.689988514,96.28373867
F,59,1.585907361,65.46144179
F,36,1.635431674,85.51306075
M,50,1.838694091,111.6408643
M,30,1.884347498,93.25752294
F,59,1.603353982,68.8851049
F,19,1.634296469,86.30783743
M,50,1.966518633,114.9656642
M,17,1.683959754,90.55781642
M,24,1.735706584,94.46479401
F,15,1.560508817,76.66304455
F,48,1.657901023,67.79664084
M,44,1.850632809,132.0101433
F,70,1.748107434,82.9709025
F,65,1.666897712,55.29342787
F,14,1.622116593,69.74715863
F,65,1.629186776,71.36041286
F,46,1.555915514,65.75193129
F,52,1.612709323,65.58177898
M,66,1.802311254,78.38148758
F,60,1.626314677,94.13090239
F,64,1.680203154,94.56759411
F,63,1.714172478,98.31945494
F,33,1.553783162,57.41957711
female,38,1.681244436,202.7990011
M,54,1.783219432,93.23055832
M,61,1.759948822,89.5256542
M,48,1.748551087,60.84292648
M,60,1.618464617,62.13261349
male,20,1.762729229,213.6087809
M,45,1.760189846,130.8439205
F,66,1.619744156,97.53400856
M,61,1.779250027,104.0829596
F,14,1.543549819,42.12352275
M,22,1.813999957,82.65673077
female,17,1.653984283,190.5335608
F,43,1.699589161,54.84131073
F,38,1.551749027,55.94720301
F,22,1.604979694,81.99116395
F,70,1.625677517,98.0127199
F,64,1.689873153,62.94029956
M,53,1.753977007,79.69601543
F,20,1.73996905,101.6131083
F,16,1.587705708,44.19566824
M,42,1.682270631,54.14050796
M,67,1.753182844,103.2303136
M,25,1.667894897,44.54480964
F,46,1.688548015,107.4941655
M,59,1.865791456,120.9215227
F,29,1.681711972,71.75272675
F,31,1.610505728,100.7582424
M,47,1.672163723,57.5824933
M,20,1.693788553,91.25442923
M,49,1.64596933,78.47385136
M,38,1.88755721,99.97223995
M,39,1.808954523,113.7506524
F,26,1.6273679,58.47905033
F,40,1.648326088,60.94451765
F,51,1.71491101,66.76855973
M,70,1.793005454,81.86759484
F,23,1.611980294,96.00928575
F,68,1.657044503,82.55389203
M,60,1.705466963,42.96353731
F,19,1.540489245,80.33059118
F,58,1.632389653,54.66423762
female,62,1.587373189,177.4127127
F,59,1.667711462,81.60212826
F,17,1.548673389,48.67502485
F,39,1.638789072,59.62461176
F,29,1.504131562,68.51033871
M,62,1.636484956,96.87185452
M,34,1.779783414,97.5097947
F,68,1.761406679,119.8594332
M,49,1.845263127,107.722192
M,60,1.767727095,47.60146764
M,31,1.648250298,72.03087644
male,32,1.790010076,130.0434906
M,59,1.930725057,150.6294921
M,20,1.72062289,78.75279663
F,23,1.661830642,72.94278278
F,63,1.660972215,86.64595778
M,37,1.86393291,76.90026567
F,29,1.588465482,75.43338082
M,15,1.63519457,85.71992219
F,69,1.474639205,42.37735023
F,37,1.615243129,80.73108508
M,66,1.736939684,92.61228169
M,14,1.74479321,105.2627233
M,18,1.812347883,118.0498035
F,64,1.525169433,52.06269826
F,63,1.493957749,80.27461835
F,24,1.75862977,73.79488441
F,52,1.696356173,79.22586544
M,55,1.719092532,109.4447767
F,39,1.765015718,67.81521283
M,36,1.770482143,62.78142128
F,18,1.637301753,76.67707996
M,53,1.749103195,98.31428793
M,36,1.759297252,77.20268814
M,42,1.898338744,115.2234764
M,61,1.688761822,69.08597342
male,36,1.686108223,170.4543255
F,22,1.513064387,59.2252047
F,53,1.666579757,61.83370369
M,54,1.757716223,112.4155413
F,69,1.46026253,69.5597597
male,16,1.744756927,236.9489386
M,47,1.596114411,36.23564004
F,57,1.574887335,37.93832319
M,47,1.858491885,104.0226588
F,34,1.636408165,82.53207342
F,48,1.633360735,64.48560038
M,66,1.808380023,58.48740518
M,15,1.705754958,90.98680513
F,27,1.57017733,89.88669673
M,44,1.767445001,90.60298092
F,45,1.633314235,47.19219824
F,34,1.549867904,56.20608656
F,53,1.671465138,94.57191181
F,20,1.610870634,55.47111946
M,34,1.810796608,102.5725109
M,65,1.783589557,97.05147713
F,56,1.694334622,68.25176363
M,25,1.742149144,89.31408757
M,57,1.634199207,76.68009477
female,58,1.601293295,97.14828984
M,46,1.796619967,63.30901382
F,47,1.589222803,83.59107813
F,38,1.689230831,65.95561692
F,49,1.65114802,99.18207195
M,67,1.90399176,88.81295793
F,53,1.693811127,46.50089033
M,26,1.708902688,78.16705922
M,29,1.646954106,47.75968045
M,24,1.658175964,102.2048957
M,23,1.880209066,89.99209458
M,46,1.823890578,77.38149091
F,30,1.687543021,102.6685807
F,47,1.646537585,41.94336716
M,30,1.782427171,116.088557
F,18,1.68450689,95.26678141
M,18,1.782713123,91.04447651
F,62,1.712352355,57.56175627
M,15,1.688280377,72.59876577
F,54,1.631969765,90.56641879
F,68,1.622733608,89.68315501
F,42,1.598588403,53.78839278
F,40,1.750221447,123.3023213
M,44,1.841230155,78.36427722
F,32,1.857109363,120.5983878
female,50,1.699505933,177.8670581
F,39,1.628564849,64.44265459
M,43,1.789534619,91.03311183
M,15,1.688696169,75.79398012
M,58,1.805965457,69.07610376
F,24,1.694642958,72.51228798
F,18,1.778289053,115.6456268
F,47,1.604481527,77.54203297
F,65,1.629794873,92.09219276
M,37,1.942249543,135.4786028
M,31,1.875484453,100.4464078
M,40,1.625829866,70.67183573
F,64,1.742315692,73.89333603
F,24,1.649738771,69.1656043
F,17,1.657866075,94.92872469
F,37,1.69823304,44.93659226
male,35,1.795849591,172.9838437
F,54,1.710896488,105.7527458
M,41,1.748268867,81.15016444
M,70,1.635558851,76.3221622
F,58,1.532376539,43.36629026
F,35,1.616783944,101.9534104
F,37,1.659005163,97.22393165
F,47,1.546551476,53.62785013
F,51,1.715876295,78.92110486
F,68,1.652376604,87.20539213
M,47,1.646128167,91.44677139
M,23,1.712983849,63.12961265
F,36,1.605632334,79.60164228
M,61,1.780943383,63.31894585
F,35,1.569309092,63.7192256
female,44,1.613590556,157.683583
M,42,1.751615788,80.09828762
F,32,1.572364229,62.46260947
M,68,1.614985206,98.21125463
M,37,1.810442008,94.63139211
F,17,1.6625558,89.30522102
F,33,1.695133845,114.820059
female,42,1.689771877,178.4574638
F,47,1.63960825,71.2491235
M,15,1.834475181,90.87077162
F,67,1.760293478,68.67087343
M,68,1.845903103,84.46538253
F,42,1.673498875,82.41058853
M,16,1.689571222,50.94037513
male,67,1.811125923,203.8324831
F,50,1.726691261,84.49082291
M,66,1.68596161,95.83400179
female,41,1.692541468,255.6600602
M,69,1.686277824,77.41203634
F,57,1.675387887,95.27906846
F,29,1.635037763,83.97992254
F,26,1.56746704,69.57051004
M,19,1.735292737,88.08098774
F,44,1.493706737,57.9113195
M,53,1.844051745,89.8162598
M,25,1.776781188,103.9592064
F,34,1.630643518,48.9697296
M,41,1.850679816,71.77231795
M,61,1.741290325,97.14514006
M,32,1.764420619,115.1824246
M,39,1.756536737,139.6282235
F,56,1.730188242,87.36167061
M,59,1.875379373,73.08141353
F,14,1.498358662,57.91905548
F,31,1.646909436,78.61538102
M,42,1.669231049,76.52657177
M,27,1.779589902,56.38227356
M,65,1.836203222,88.75570323
M,64,1.788477698,90.24533693
M,17,1.892879258,81.20487759
M,15,1.704035195,85.90338285
M,59,1.802383963,82.71845968
M,69,1.747142188,109.9927489
F,38,1.561049936,76.47921575
M,27,1.74064596,107.3261141
M,25,1.738276586,71.24498094
F,17,1.594188135,44.63968473
M,41,1.657340198,70.2416887
F,36,1.63984803,86.25879178
M,26,1.932212978,83.04365997
M,61,1.865243899,91.84831461
M,28,1.98369405,132.0682928
M,49,1.816769888,125.2243745
M,38,1.999745221,96.38473428
F,35,1.742066696,84.12550629
F,27,1.586542202,78.90676275
F,49,1.571284111,92.02824719
M,35,1.812938144,118.8744446
M,43,1.783390613,92.51207694
F,61,1.664393069,65.23097925
M,66,1.589228987,97.8057028
M,19,1.7539346,94.73631341
M,34,1.778483022,97.79609496
M,20,1.792292379,60.24634016
F,49,1.705691314,107.9422455
M,26,1.856496835,79.29212537
F,28,1.642663059,54.64161444
male,69,1.797143953,174.3455327
F,26,1.540649278,61.64944084
M,24,1.726660861,62.58379979
M,14,1.828042537,100.8498458
F,43,1.701074555,74.24667619
F,37,1.701114433,111.2223962
F,41,1.659159491,88.70798548
F,45,1.731697158,85.0271623
M,56,1.866012276,102.0147809
F,20,1.601180667,82.21474789
M,69,1.708356397,81.97283532
F,45,1.62782057,52.25611037
F,26,1.58583571,66.42530393
M,66,1.898655541,135.8368188
F,29,1.720682301,67.2479744
M,15,1.673154302,47.97827131
M,46,1.913835021,130.6464025
F,50,1.624495889,56.30016917
F,56,1.59376187,70.17432024
F,43,1.781657381,82.54339687
F,34,1.681501542,77.01254821
M,18,1.806336237,97.17383321
M,34,1.826553772,77.86999883
M,22,1.820353939,69.11589073
M,43,1.811709452,117.4933552
F,63,1.794018994,107.6824405
F,70,1.676152506,90.0462365
F,19,1.629251105,84.83040778
F,57,1.691284432,47.96604113
M,37,1.848627184,77.78380066
F,26,1.664455104,57.42394584
F,49,1.677253361,111.4389253
M,33,1.700324806,57.10420262
F,63,1.710739557,85.03375293
female,67,1.669326865,218.0687486
F,21,1.578531161,59.43156089
M,66,1.910354814,96.31245382
M,43,1.7972574,54.41056278
F,69,1.57807802,87.97189729
F,18,1.704547978,88.83253186
F,68,1.653406551,72.8575549
M,55,1.934302898,105.3790342
F,62,1.484410715,64.74596403
F,49,1.577725243,96.48779893
M,65,1.865130303,93.43789062
M,27,1.733606166,66.16303827
F,38,1.566827646,68.22211129
F,24,1.568779526,60.8561505
F,65,1.598595886,90.97132784
M,48,1.747177149,95.86839033
F,47,1.573957609,49.39739927
M,40,1.743637029,68.84777247
M,18,1.717862972,99.24561008
F,37,1.505430568,45.73535516
M,31,1.675085641,82.86152564
male,17,1.817485379,208.5679533
M,67,1.950933407,89.97606454
M,28,1.748673616,88.4109613
M,24,1.883353965,121.2983507
F,62,1.651466221,86.42435488
F,17,1.750223085,81.62988366
M,21,1.914673547,98.53041306
F,60,1.581060996,76.07142777
M,25,1.837505125,115.3481195
F,65,1.628314253,62.52136971
M,46,1.829723991,91.0315895
F,45,1.654799758,67.38345253
F,21,1.715057106,83.03666595
female,51,1.706039937,244.5967192
M,54,1.761779673,89.59335943
F,34,1.686349256,73.684016
F,14,1.543312985,88.06094358
M,45,1.742040961,80.66779327
F,40,1.721283939,76.09944423
F,56,1.750467072,118.4340367
F,38,1.550432623,87.72033682
M,66,1.763688798,77.42734344
M,19,1.724937798,109.3929492
M,41,1.831781672,67.05654601
F,66,1.67145075,74.99324304
F,60,1.598294618,92.15219377
F,67,1.647114819,81.35730439
M,41,1.76316049,85.14977555
F,19,1.629282421,95.17085197
M,54,1.848683056,87.72178549
F,25,1.619542458,65.58790643
F,54,1.722499237,77.3231239
M,58,1.748087874,57.31961709
F,28,1.711140467,57.20550369
F,46,1.787687587,89.18029748
F,55,1.723228066,67.87344152
M,62,1.85362147,89.81599717
M,68,1.640870937,70.63916077
F,47,1.653837483,69.20940182
M,31,1.845501259,88.76570924
F,25,1.681174357,95.37033758
F,26,1.633380626,89.46354913
M,63,1.810974075,109.4395017
F,66,1.812176465,79.46939103
M,44,1.89850825,128.7794167
F,23,1.607585116,39.59528793
M,56,1.688684891,100.5915584
M,69,1.677636651,83.69587848
M,63,1.723628441,74.89469036
M,25,1.922390498,105.2300407
M,43,1.875441242,57.42291029
M,58,1.837438851,72.40523048
M,35,1.712277053,58.88884347
F,61,1.726546022,69.20246966
F,16,1.687906169,86.83786552
F,63,1.673338356,59.73953803
M,31,1.960704666,112.8865176
F,54,1.695576121,83.30924508
F,52,1.699783776,90.36307014
F,70,1.634059884,83.16549704
F,59,1.602627311,77.33641983
M,47,1.885267277,123.8419384
M,53,2.008269142,127.3715319
M,29,1.726414482,54.68467562
M,58,1.824077003,83.42951343
F,57,1.688614356,99.67772119
M,69,1.691868668,79.09621168
F,39,1.545238194,74.73645146
M,20,1.669649333,85.12442309
M,25,1.637179861,88.64457326
M,69,1.630114123,40.45204826
F,55,1.619403982,94.26971912
F,60,1.705643666,57.5985226
F,25,1.612519033,91.79308089
F,62,1.660146531,44.54353102
M,34,1.796024049,74.64356956
female,34,1.783192465,129.6230071
F,61,1.739095973,79.3936172
M,33,1.768494659,102.5901126
M,15,1.837408948,92.93609555
M,20,1.848770042,75.66221712
F,55,1.63034329,67.09127239
F,62,1.696933521,82.29392083
F,19,1.74191991,72.69507177
M,62,1.723099157,86.01941134
female,64,1.714683036,147.2356416
M,61,1.843871877,99.34806783
F,61,1.609933888,68.12084372
M,65,1.691914245,80.09220261
M,25,1.773089416,106.8309942
M,50,1.760499872,88.540127
F,60,1.638311634,79.41208393
F,61,1.566464814,69.8587053
F,53,1.715136122,71.32592313
M,27,1.749566953,105.9406431
M,48,1.808814052,110.1492911
M,60,1.720426361,73.38688234
F,69,1.621829689,73.70265333
F,44,1.694039806,74.33573552
F,14,1.633211668,104.2397557
F,54,1.811523517,98.94965599
F,40,1.640941382,74.74602697
M,35,1.729979797,83.26658198
female,62,1.610392383,121.6677358
M,23,1.748940631,102.3425796
F,14,1.638935789,83.56941847
F,52,1.671319787,85.05828086
male,14,1.794178163,211.8508371
female,61,1.568133864,102.708366
M,30,1.708103626,85.33041093
F,44,1.657691503,76.53736219
F,59,1.563081954,68.24771102
M,63,1.740300272,71.34448287
M,51,1.667606148,83.96366382
M,37,1.943856518,95.66861942
M,52,1.86150751,83.09846981
F,15,1.725229025,86.0768004
M,42,1.752808062,65.69057439
M,70,1.688130072,62.64739654
M,25,1.80099894,84.07177555
F,33,1.694723796,100.9177915
F,57,1.626642078,70.86880821
M,69,1.842862051,115.3231937
M,69,1.884593258,117.9338183
M,25,1.689372979,74.70070728
F,48,1.607970122,53.70763204
M,28,1.931821782,131.5605474
M,30,1.880005684,59.48707367
M,61,1.615374091,62.83370492
F,49,1.574571909,73.23282158
F,35,1.658916747,90.52697943
M,49,1.857915727,100.5313173
M,36,1.726295985,130.8027563
F,37,1.515344983,69.48961116
F,49,1.564341745,75.23573927
M,20,1.830474694,85.89165164
M,26,1.911854321,138.8370517
F,60,1.7075792,53.13131604
M,54,1.813608583,121.6219858
female,30,1.564747994,117.2276999
male,32,1.804105909,199.0277494
M,65,1.810894825,82.57783173
M,23,1.793105536,110.1169406
M,63,1.762706999,97.30928909
F,28,1.590076748,71.21271884
male,58,1.822778627,186.5365016
M,59,1.753041976,102.8957845
F,65,1.660277237,56.36008926
F,28,1.519215573,66.33516097
M,31,1.815277729,39.50346709
F,27,1.676095412,93.82917161
female,66,1.686055123,157.3512754
M,20,1.789322382,57.51265933
M,29,1.809718869,82.38185094
female,67,1.660352135,178.9040224
F,62,1.651771371,89.66834061
F,54,1.721556179,93.75226242
M,55,1.81164941,114.1954786
M,17,1.723795869,111.6762585
M,20,1.860389185,115.159276
F,37,1.692565981,54.50397371
M,28,1.870283239,100.4416829
M,50,1.888168778,73.99545557
F,21,1.571753078,51.9305874
M,45,1.764504415,104.7792847
M,38,1.860340845,112.9744568
male,59,1.582436854,61.10642116
M,64,1.762142023,113.8902733
M,24,1.627219683,93.19850352
F,18,1.523091015,52.13219628
F,32,1.579055072,67.92982871
M,57,1.881038368,108.044693
M,60,1.742546589,93.77622836
F,33,1.685734382,70.83556191
M,40,1.743484205,63.60443094
M,31,1.869799756,92.80071833
M,63,1.668333298,81.28692495
M,39,1.790530604,51.56978416
M,41,1.840861868,118.6878669
F,69,1.582033924,52.63524436
M,62,1.628914463,48.22145758
F,37,1.544322416,77.52888665
F,14,1.628289363,82.09631081
F,59,1.622304517,84.8539547
F,66,1.636920061,64.75605219
F,45,1.476722918,48.83650132
F,59,1.560993556,55.58792732
M,41,1.762640045,97.27147739
F,51,1.672872475,80.32589284
M,28,1.8911911,53.6221327
M,39,1.843157062,78.73968615
male,40,1.773791874,204.537436
F,67,1.629390214,91.45242669
F,45,1.648829089,88.68315752
M,40,1.726572723,103.5907978
M,45,1.832111244,109.6304431
M,14,1.646009099,93.77249091
F,54,1.873753814,80.50397665
M,63,1.82240104,64.20694702
M,47,1.819674478,95.52252398
F,31,1.694731973,80.91725458
M,44,1.721139537,69.59593992
M,33,1.774133455,78.83179819
male,24,1.723008578,162.6408337
M,36,1.871981747,137.1637649
M,51,1.927024342,104.1622703
F,27,1.588102476,67.35976563
M,69,1.887720817,105.2613522
M,25,1.763671571,71.14397872
F,17,1.645108547,50.47425874
F,25,1.612824758,82.59776895
M,15,1.742771908,62.04099889
M,16,1.854175611,86.19448217
female,21,1.667428273,154.8759919
M,34,1.762743611,83.35284329
F,40,1.560266336,78.44497829
M,18,1.718985675,110.8029754
M,39,1.770394016,74.40933726
M,38,1.696417468,133.2690184
M,26,1.779240377,84.42048052
M,30,1.751161184,94.75526049
F,19,1.694031439,59.36278179
F,14,1.625930777,89.62218238
F,18,1.683367074,86.28204576
M,38,1.808484512,76.11196899
F,27,1.614107595,81.24022925
F,49,1.692276286,86.45278477
M,22,1.717465378,94.46937659
M,32,1.853050276,113.6757766
M,42,1.814410069,117.6908354
female,65,1.755190574,176.1910709
F,48,1.588525063,69.60094748
M,70,1.80213332,109.2548739
M,38,1.792703467,98.2418268
M,26,1.909529974,80.89543066
F,59,1.613641087,60.33076388
M,48,1.702559394,90.59980394
M,52,1.804120087,116.0852198
F,20,1.741908138,88.01055244
F,27,1.788516397,105.9375439
M,69,1.754845355,69.87947152
F,31,1.610237627,71.13263671
M,68,1.682748361,87.84069466
F,33,1.57649023,60.27764391
M,67,1.831247644,95.16498656
F,36,1.702534768,64.57145127
F,38,1.591687953,31.29328935
M,53,1.863787492,133.6447239
F,59,1.670098528,81.95756766
F,20,1.60228058,30.94217791
M,35,1.812546632,66.43718797
M,20,1.858036352,106.7306804
M,49,1.689600797,77.81455084
M,57,1.757951008,96.33530637
F,32,1.659006688,92.98139592
M,41,1.661487555,56.02359825
F,50,1.772480641,140.6818121
M,26,1.903240648,137.2416317
M,70,1.892438139,73.32462956
F,53,1.734191846,68.2648259
M,48,1.711523603,64.66353623
M,70,1.666110534,108.8554153
F,41,1.772278568,62.15750624
M,35,1.67880157,84.85077948
M,36,1.766769075,91.5823854
F,24,1.618979036,84.25106351
F,60,1.711105755,75.69706534
F,67,1.562847737,73.05143264
M,54,1.678067068,75.94615493
M,69,1.884204016,144.9607485
M,68,1.594738117,55.15213333
M,66,1.776052794,70.62819623
F,49,1.648767661,68.1489161
M,50,1.6889459,69.77959805
M,42,1.661560019,90.01000534
F,24,1.601262557,72.23817362
F,41,1.65236957,60.47630482
F,17,1.63499981,78.80211799
M,70,1.756434628,93.86450929
F,63,1.460163842,36.98042596
M,49,1.782542065,103.2484626
F,40,1.560600969,86.76488641
F,56,1.835446048,111.8441872
M,70,1.817515352,121.2196651
M,57,1.710226911,86.37715632
M,43,1.720222945,66.19887695
F,22,1.674781388,82.70976299
F,61,1.673885884,100.2361137
F,39,1.667619396,89.03468061
F,42,1.624737648,64.45433823
M,34,1.811855355,59.49515991
F,35,1.696065704,96.43111027
F,55,1.556663697,59.49008939
M,23,1.816483737,91.2889077
M,38,1.785326327,93.75838069
F,52,1.699457865,60.94114568
F,18,1.605177689,51.64206076
F,46,1.653176906,45.09749695
M,33,1.924136287,137.9550514
F,70,1.523428668,84.82776834
F,70,1.73935434,79.13423246
M,64,1.83635359,96.31731869
F,47,1.66634707,99.97410846
F,29,1.60678927,69.66219318
F,55,1.703626543,83.30490063
F,29,1.715605658,35.94026508
M,67,1.748586883,83.2457831
F,48,1.595768102,90.85552348
female,38,1.701623247,110.3151289
M,18,1.675854723,74.78846155
F,34,1.515325354,38.67550075
F,26,1.597531051,52.89048334
M,66,1.832658676,114.3647939
F,17,1.561245044,99.30774558
F,32,1.636987774,68.02614853
F,39,1.682789382,69.43871467
F,55,1.581462716,73.86431642
M,52,1.532527493,52.22098748
F,37,1.591250525,83.94741522
M,35,1.848120615,78.87083612
M,35,1.752948164,77.81080143
M,30,1.717550128,107.6417224
F,49,1.67578887,63.68970531
F,16,1.461532241,56.03791991
F,32,1.72146717,90.89018531
M,45,1.806253557,105.0703502
M,36,1.752786983,84.00621385
F,35,1.641453241,68.24148186
M,58,1.738535047,61.71635275
M,60,1.675142042,117.2046042
F,32,1.7532073,92.91492264
M,51,1.772124521,51.55895177
M,56,1.729787413,86.13409862
M,61,1.772394351,96.97738966
F,41,1.680989626,63.39919736
M,29,1.76287786,122.548949
F,54,1.617567193,78.61760592
F,53,1.614122516,71.60176178
F,43,1.646699862,74.39328153
F,15,1.599375876,90.25402014
M,58,1.594286668,71.19040276
